email,firstName,lastName,rollNumber,onCampus
rick.hammond@iiitg.ac.in,Rick,Hammond,BT1657,False
tommy.leach@iiitg.ac.in,Tommy,Leach,BT1658,False
daniel.bradley@iiitg.ac.in,Daniel,Bradley,BT1659,True
carrie.wilson@iiitg.ac.in,Carrie,Wilson,BT1660,False
christopher.ramirez@iiitg.ac.in,Christopher,Ramirez,BT1661,False
james.jones@iiitg.ac.in,James,Jones,BT1662,True
stephanie.harris@iiitg.ac.in,Stephanie,Harris,BT1663,False
christopher.waters@iiitg.ac.in,Christopher,Waters,BT1664,True
chad.torres@iiitg.ac.in,Chad,Torres,BT1665,True
duane.davis@iiitg.ac.in,Duane,Davis,BT1666,True
kevin.sanchez@iiitg.ac.in,Kevin,Sanchez,BT1667,True
april.wilkinson@iiitg.ac.in,April,Wilkinson,BT1668,False
justin.long@iiitg.ac.in,Justin,Long,BT1669,True
michael.green@iiitg.ac.in,Michael,Green,BT1670,True
michael.simmons@iiitg.ac.in,Michael,Simmons,BT1671,False
laurie.morris@iiitg.ac.in,Laurie,Morris,BT1672,True
becky.johnson@iiitg.ac.in,Becky,Johnson,BT1673,True
molly.sanchez@iiitg.ac.in,Molly,Sanchez,BT1674,True
janice.sellers@iiitg.ac.in,Janice,Sellers,BT1675,True
john.flores@iiitg.ac.in,John,Flores,BT1676,False
dustin.morris@iiitg.ac.in,Dustin,Morris,BT1677,False
miranda.becker@iiitg.ac.in,Miranda,Becker,BT1678,False
stacey.garcia@iiitg.ac.in,Stacey,Garcia,BT1679,False
phillip.castro@iiitg.ac.in,Phillip,Castro,BT1680,False
kelly.pratt@iiitg.ac.in,Kelly,Pratt,BT1681,False
thomas.long@iiitg.ac.in,Thomas,Long,BT1682,True
wendy.gomez@iiitg.ac.in,Wendy,Gomez,BT1683,False
joseph.stafford@iiitg.ac.in,Joseph,Stafford,BT1684,False
robert.bailey@iiitg.ac.in,Robert,Bailey,BT1685,True
tammy.collins@iiitg.ac.in,Tammy,Collins,BT1686,True
david.bates@iiitg.ac.in,David,Bates,BT1687,True
amy.gonzales@iiitg.ac.in,Amy,Gonzales,BT1688,False
linda.jackson@iiitg.ac.in,Linda,Jackson,BT1689,True
denise.welch@iiitg.ac.in,Denise,Welch,BT1690,False
garrett.mills@iiitg.ac.in,Garrett,Mills,BT1691,False
thomas.donovan@iiitg.ac.in,Thomas,Donovan,BT1692,False
erin.padilla@iiitg.ac.in,Erin,Padilla,BT1693,False
sarah.graham@iiitg.ac.in,Sarah,Graham,BT1694,True
xavier.moore@iiitg.ac.in,Xavier,Moore,BT1695,True
terri.blevins@iiitg.ac.in,Terri,Blevins,BT1696,False
michael.strickland@iiitg.ac.in,Michael,Strickland,BT1697,True
zoe.weiss@iiitg.ac.in,Zoe,Weiss,BT1698,True
nicholas.richard@iiitg.ac.in,Nicholas,Richard,BT1699,False
heather.abbott@iiitg.ac.in,Heather,Abbott,BT1700,False
erin.zhang@iiitg.ac.in,Erin,Zhang,BT1701,True
peter.kim@iiitg.ac.in,Peter,Kim,BT1702,True
jack.evans@iiitg.ac.in,Jack,Evans,BT1703,False
rodney.hamilton@iiitg.ac.in,Rodney,Hamilton,BT1704,False
scott.lopez@iiitg.ac.in,Scott,Lopez,BT1705,True
ryan.thomas@iiitg.ac.in,Ryan,Thomas,BT1706,True
amanda.reynolds@iiitg.ac.in,Amanda,Reynolds,BT1707,True
veronica.johnson@iiitg.ac.in,Veronica,Johnson,BT1708,True
jeremiah.herrera@iiitg.ac.in,Jeremiah,Herrera,BT1709,False
larry.garza@iiitg.ac.in,Larry,Garza,BT1710,True
ashley.merritt@iiitg.ac.in,Ashley,Merritt,BT1711,True
martin.martin@iiitg.ac.in,Martin,Martin,BT1712,False
austin.young@iiitg.ac.in,Austin,Young,BT1713,False
linda.hall@iiitg.ac.in,Linda,Hall,BT1714,False
john.watkins@iiitg.ac.in,John,Watkins,BT1715,False
cameron.hernandez@iiitg.ac.in,Cameron,Hernandez,BT1716,True
juan.hall@iiitg.ac.in,Juan,Hall,BT1717,True
christopher.gallagher@iiitg.ac.in,Christopher,Gallagher,BT1718,True
kim.ramirez@iiitg.ac.in,Kim,Ramirez,BT1719,True
christopher.hoffman@iiitg.ac.in,Christopher,Hoffman,BT1720,False
nichole.hayes@iiitg.ac.in,Nichole,Hayes,BT1721,True
kelly.frye@iiitg.ac.in,Kelly,Frye,BT1722,False
whitney.peterson@iiitg.ac.in,Whitney,Peterson,BT1723,True
karen.smith@iiitg.ac.in,Karen,Smith,BT1724,False
gloria.wilson@iiitg.ac.in,Gloria,Wilson,BT1725,False
robert.barrett@iiitg.ac.in,Robert,Barrett,BT1726,True
miguel.david@iiitg.ac.in,Miguel,David,BT1727,False
jennifer.gibson@iiitg.ac.in,Jennifer,Gibson,BT1728,True
tabitha.keith@iiitg.ac.in,Tabitha,Keith,BT1729,False
sarah.washington@iiitg.ac.in,Sarah,Washington,BT1730,True
bradley.howard@iiitg.ac.in,Bradley,Howard,BT1731,True
natasha.freeman@iiitg.ac.in,Natasha,Freeman,BT1732,False
thomas.lawrence@iiitg.ac.in,Thomas,Lawrence,BT1733,False
robert.anderson@iiitg.ac.in,Robert,Anderson,BT1734,True
steven.sutton@iiitg.ac.in,Steven,Sutton,BT1735,False
gregory.scott@iiitg.ac.in,Gregory,Scott,BT1736,False
troy.rogers@iiitg.ac.in,Troy,Rogers,BT1737,False
frank.garrett@iiitg.ac.in,Frank,Garrett,BT1738,False
kathleen.ramirez@iiitg.ac.in,Kathleen,Ramirez,BT1739,False
brianna.jones@iiitg.ac.in,Brianna,Jones,BT1740,True
natalie.kennedy@iiitg.ac.in,Natalie,Kennedy,BT1741,True
jesus.klein@iiitg.ac.in,Jesus,Klein,BT1742,True
patrick.collins@iiitg.ac.in,Patrick,Collins,BT1743,True
robert.wood@iiitg.ac.in,Robert,Wood,BT1744,True
christina.becker@iiitg.ac.in,Christina,Becker,BT1745,False
stacy.franklin@iiitg.ac.in,Stacy,Franklin,BT1746,False
frank.mills@iiitg.ac.in,Frank,Mills,BT1747,True
pamela.potter@iiitg.ac.in,Pamela,Potter,BT1748,False
joseph.johnson@iiitg.ac.in,Joseph,Johnson,BT1749,True
kathleen.baker@iiitg.ac.in,Kathleen,Baker,BT1750,False
vanessa.alexander@iiitg.ac.in,Vanessa,Alexander,BT1751,False
kevin.jackson@iiitg.ac.in,Kevin,Jackson,BT1752,True
heather.stewart@iiitg.ac.in,Heather,Stewart,BT1753,True
jacob.miller@iiitg.ac.in,Jacob,Miller,BT1754,True
laura.harvey@iiitg.ac.in,Laura,Harvey,BT1755,True
ashley.roberts@iiitg.ac.in,Ashley,Roberts,BT1756,False
rhonda.lowe@iiitg.ac.in,Rhonda,Lowe,BT1757,False
robert.parker@iiitg.ac.in,Robert,Parker,BT1758,False
michael.wang@iiitg.ac.in,Michael,Wang,BT1759,False
madison.murray@iiitg.ac.in,Madison,Murray,BT1760,False
russell.martin@iiitg.ac.in,Russell,Martin,BT1761,True
jeffrey.morgan@iiitg.ac.in,Jeffrey,Morgan,BT1762,True
malik.jones@iiitg.ac.in,Malik,Jones,BT1763,True
joseph.jenkins@iiitg.ac.in,Joseph,Jenkins,BT1764,True
sarah.beck@iiitg.ac.in,Sarah,Beck,BT1765,True
dana.barrett@iiitg.ac.in,Dana,Barrett,BT1766,False
reginald.leblanc@iiitg.ac.in,Reginald,Leblanc,BT1767,False
michele.wise@iiitg.ac.in,Michele,Wise,BT1768,True
janet.brown@iiitg.ac.in,Janet,Brown,BT1769,True
lisa.lamb@iiitg.ac.in,Lisa,Lamb,BT1770,False
peggy.johnson@iiitg.ac.in,Peggy,Johnson,BT1771,False
melanie.ray@iiitg.ac.in,Melanie,Ray,BT1772,False
lisa.mccann@iiitg.ac.in,Lisa,Mccann,BT1773,False
jeffrey.austin@iiitg.ac.in,Jeffrey,Austin,BT1774,True
kristen.smith@iiitg.ac.in,Kristen,Smith,BT1775,True
jessica.rodgers@iiitg.ac.in,Jessica,Rodgers,BT1776,True
amy.davis@iiitg.ac.in,Amy,Davis,BT1777,True
kelly.tran@iiitg.ac.in,Kelly,Tran,BT1778,False
bruce.smith@iiitg.ac.in,Bruce,Smith,BT1779,True
jason.gonzales@iiitg.ac.in,Jason,Gonzales,BT1780,False
andrew.howell@iiitg.ac.in,Andrew,Howell,BT1781,True
ethan.mendoza@iiitg.ac.in,Ethan,Mendoza,BT1782,False
warren.steele@iiitg.ac.in,Warren,Steele,BT1783,False
russell.thompson@iiitg.ac.in,Russell,Thompson,BT1784,True
candace.frederick@iiitg.ac.in,Candace,Frederick,BT1785,True
michelle.thomas@iiitg.ac.in,Michelle,Thomas,BT1786,False
olivia.barnes@iiitg.ac.in,Olivia,Barnes,BT1787,True
shelly.bailey@iiitg.ac.in,Shelly,Bailey,BT1788,False
james.jones@iiitg.ac.in,James,Jones,BT1789,False
belinda.holt@iiitg.ac.in,Belinda,Holt,BT1790,True
gregory.smith@iiitg.ac.in,Gregory,Smith,BT1791,True
randall.garcia@iiitg.ac.in,Randall,Garcia,BT1792,True
megan.harris@iiitg.ac.in,Megan,Harris,BT1793,False
joshua.boyd@iiitg.ac.in,Joshua,Boyd,BT1794,True
chelsea.richardson@iiitg.ac.in,Chelsea,Richardson,BT1795,False
miguel.taylor@iiitg.ac.in,Miguel,Taylor,BT1796,True
michelle.king@iiitg.ac.in,Michelle,King,BT1797,False
keith.wilson@iiitg.ac.in,Keith,Wilson,BT1798,True
nicholas.byrd@iiitg.ac.in,Nicholas,Byrd,BT1799,True
kelly.lyons@iiitg.ac.in,Kelly,Lyons,BT1800,False
bruce.anthony@iiitg.ac.in,Bruce,Anthony,BT1801,True
emily.colon@iiitg.ac.in,Emily,Colon,BT1802,False
christina.house@iiitg.ac.in,Christina,House,BT1803,False
paul.rogers@iiitg.ac.in,Paul,Rogers,BT1804,False
jacqueline.schmitt@iiitg.ac.in,Jacqueline,Schmitt,BT1805,False
steven.sandoval@iiitg.ac.in,Steven,Sandoval,BT1806,False
john.davis@iiitg.ac.in,John,Davis,BT1807,False
thomas.ramos@iiitg.ac.in,Thomas,Ramos,BT1808,False
dylan.jordan@iiitg.ac.in,Dylan,Jordan,BT1809,False
alexander.bailey@iiitg.ac.in,Alexander,Bailey,BT1810,False
matthew.thomas@iiitg.ac.in,Matthew,Thomas,BT1811,True
nicholas.bell@iiitg.ac.in,Nicholas,Bell,BT1812,False
joshua.hernandez@iiitg.ac.in,Joshua,Hernandez,BT1813,True
laura.hester@iiitg.ac.in,Laura,Hester,BT1814,False
adam.wolfe@iiitg.ac.in,Adam,Wolfe,BT1815,True
william.castillo@iiitg.ac.in,William,Castillo,BT1816,True
christopher.norman@iiitg.ac.in,Christopher,Norman,BT1817,False
jonathan.white@iiitg.ac.in,Jonathan,White,BT1818,True
matthew.lee@iiitg.ac.in,Matthew,Lee,BT1819,False
andrea.washington@iiitg.ac.in,Andrea,Washington,BT1820,True
lori.mullen@iiitg.ac.in,Lori,Mullen,BT1821,True
matthew.melton@iiitg.ac.in,Matthew,Melton,BT1822,True
betty.rogers@iiitg.ac.in,Betty,Rogers,BT1823,True
pamela.scott@iiitg.ac.in,Pamela,Scott,BT1824,True
hannah.nichols@iiitg.ac.in,Hannah,Nichols,BT1825,False
richard.carter@iiitg.ac.in,Richard,Carter,BT1826,True
janet.proctor@iiitg.ac.in,Janet,Proctor,BT1827,False
rachel.melendez@iiitg.ac.in,Rachel,Melendez,BT1828,False
william.riley@iiitg.ac.in,William,Riley,BT1829,False
karen.smith@iiitg.ac.in,Karen,Smith,BT1830,True
edward.russell@iiitg.ac.in,Edward,Russell,BT1831,True
lisa.young@iiitg.ac.in,Lisa,Young,BT1832,True
joanne.lowery@iiitg.ac.in,Joanne,Lowery,BT1833,False
kristen.price@iiitg.ac.in,Kristen,Price,BT1834,True
jennifer.maxwell@iiitg.ac.in,Jennifer,Maxwell,BT1835,False
diana.foster@iiitg.ac.in,Diana,Foster,BT1836,True
william.gray@iiitg.ac.in,William,Gray,BT1837,False
lori.stone@iiitg.ac.in,Lori,Stone,BT1838,False
bryan.stewart@iiitg.ac.in,Bryan,Stewart,BT1839,False
elizabeth.taylor@iiitg.ac.in,Elizabeth,Taylor,BT1840,False
christopher.johnson@iiitg.ac.in,Christopher,Johnson,BT1841,True
megan.sullivan@iiitg.ac.in,Megan,Sullivan,BT1842,False
michael.rocha@iiitg.ac.in,Michael,Rocha,BT1843,True
doris.gutierrez@iiitg.ac.in,Doris,Gutierrez,BT1844,False
tara.peterson@iiitg.ac.in,Tara,Peterson,BT1845,False
rachael.burton@iiitg.ac.in,Rachael,Burton,BT1846,False
alyssa.griffin@iiitg.ac.in,Alyssa,Griffin,BT1847,True
kimberly.merritt@iiitg.ac.in,Kimberly,Merritt,BT1848,False
krista.vasquez@iiitg.ac.in,Krista,Vasquez,BT1849,False
katherine.johnson@iiitg.ac.in,Katherine,Johnson,BT1850,False
aaron.stephens@iiitg.ac.in,Aaron,Stephens,BT1851,True
jennifer.mclaughlin@iiitg.ac.in,Jennifer,Mclaughlin,BT1852,True
ashley.jones@iiitg.ac.in,Ashley,Jones,BT1853,True
laura.barnes@iiitg.ac.in,Laura,Barnes,BT1854,False
peter.gordon@iiitg.ac.in,Peter,Gordon,BT1855,False
jacob.george@iiitg.ac.in,Jacob,George,BT1856,False
deanna.banks@iiitg.ac.in,Deanna,Banks,BT1857,False
nicholas.trujillo@iiitg.ac.in,Nicholas,Trujillo,BT1858,False
christopher.davis@iiitg.ac.in,Christopher,Davis,BT1859,True
megan.mason@iiitg.ac.in,Megan,Mason,BT1860,False
christian.spears@iiitg.ac.in,Christian,Spears,BT1861,False
andrew.watson@iiitg.ac.in,Andrew,Watson,BT1862,False
rachel.garrett@iiitg.ac.in,Rachel,Garrett,BT1863,False
james.hughes@iiitg.ac.in,James,Hughes,BT1864,False
anthony.york@iiitg.ac.in,Anthony,York,BT1865,False
robert.hayes@iiitg.ac.in,Robert,Hayes,BT1866,False
eric.casey@iiitg.ac.in,Eric,Casey,BT1867,True
theresa.andrews@iiitg.ac.in,Theresa,Andrews,BT1868,True
kimberly.williams@iiitg.ac.in,Kimberly,Williams,BT1869,False
joshua.jones@iiitg.ac.in,Joshua,Jones,BT1870,False
dorothy.james@iiitg.ac.in,Dorothy,James,BT1871,True
kimberly.gray@iiitg.ac.in,Kimberly,Gray,BT1872,False
anthony.forbes@iiitg.ac.in,Anthony,Forbes,BT1873,False
joy.collins@iiitg.ac.in,Joy,Collins,BT1874,False
laura.hill@iiitg.ac.in,Laura,Hill,BT1875,False
kimberly.jones@iiitg.ac.in,Kimberly,Jones,BT1876,False
jonathan.gardner@iiitg.ac.in,Jonathan,Gardner,BT1877,True
nancy.sutton@iiitg.ac.in,Nancy,Sutton,BT1878,False
diana.armstrong@iiitg.ac.in,Diana,Armstrong,BT1879,False
kristen.kim@iiitg.ac.in,Kristen,Kim,BT1880,False
chad.luna@iiitg.ac.in,Chad,Luna,BT1881,False
christopher.trujillo@iiitg.ac.in,Christopher,Trujillo,BT1882,True
olivia.wright@iiitg.ac.in,Olivia,Wright,BT1883,True
martha.mitchell@iiitg.ac.in,Martha,Mitchell,BT1884,True
melissa.austin@iiitg.ac.in,Melissa,Austin,BT1885,False
deborah.murray@iiitg.ac.in,Deborah,Murray,BT1886,True
jasmine.martinez@iiitg.ac.in,Jasmine,Martinez,BT1887,True
timothy.burns@iiitg.ac.in,Timothy,Burns,BT1888,False
lisa.brown@iiitg.ac.in,Lisa,Brown,BT1889,False
anne.riddle@iiitg.ac.in,Anne,Riddle,BT1890,True
rachel.christian@iiitg.ac.in,Rachel,Christian,BT1891,False
melissa.brown@iiitg.ac.in,Melissa,Brown,BT1892,True
gregory.rodriguez@iiitg.ac.in,Gregory,Rodriguez,BT1893,False
george.watts@iiitg.ac.in,George,Watts,BT1894,True
jeanette.steele@iiitg.ac.in,Jeanette,Steele,BT1895,False
andrea.garcia@iiitg.ac.in,Andrea,Garcia,BT1896,False
katherine.gonzalez@iiitg.ac.in,Katherine,Gonzalez,BT1897,False
wendy.rivera@iiitg.ac.in,Wendy,Rivera,BT1898,True
miguel.cooper@iiitg.ac.in,Miguel,Cooper,BT1899,False
michelle.haynes@iiitg.ac.in,Michelle,Haynes,BT1900,True
william.travis@iiitg.ac.in,William,Travis,BT1901,False
jacqueline.schroeder@iiitg.ac.in,Jacqueline,Schroeder,BT1902,True
lance.bond@iiitg.ac.in,Lance,Bond,BT1903,True
jill.long@iiitg.ac.in,Jill,Long,BT1904,True
robert.frey@iiitg.ac.in,Robert,Frey,BT1905,False
kathryn.saunders@iiitg.ac.in,Kathryn,Saunders,BT1906,False
curtis.brown@iiitg.ac.in,Curtis,Brown,BT1907,False
kristen.johnson@iiitg.ac.in,Kristen,Johnson,BT1908,False
lisa.wheeler@iiitg.ac.in,Lisa,Wheeler,BT1909,True
christopher.castro@iiitg.ac.in,Christopher,Castro,BT1910,True
amanda.reeves@iiitg.ac.in,Amanda,Reeves,BT1911,False
denise.campos@iiitg.ac.in,Denise,Campos,BT1912,False
heather.gibbs@iiitg.ac.in,Heather,Gibbs,BT1913,False
kimberly.parrish@iiitg.ac.in,Kimberly,Parrish,BT1914,True
nicole.wilson@iiitg.ac.in,Nicole,Wilson,BT1915,True
benjamin.klein@iiitg.ac.in,Benjamin,Klein,BT1916,False
julia.oneal@iiitg.ac.in,Julia,Oneal,BT1917,True
caleb.spencer@iiitg.ac.in,Caleb,Spencer,BT1918,True
justin.rivera@iiitg.ac.in,Justin,Rivera,BT1919,False
thomas.myers@iiitg.ac.in,Thomas,Myers,BT1920,True
pamela.burns@iiitg.ac.in,Pamela,Burns,BT1921,True
alice.banks@iiitg.ac.in,Alice,Banks,BT1922,False
jessica.reed@iiitg.ac.in,Jessica,Reed,BT1923,False
kerry.smith@iiitg.ac.in,Kerry,Smith,BT1924,False
erin.hicks@iiitg.ac.in,Erin,Hicks,BT1925,True
keith.wong@iiitg.ac.in,Keith,Wong,BT1926,True
keith.gonzalez@iiitg.ac.in,Keith,Gonzalez,BT1927,True
mark.navarro@iiitg.ac.in,Mark,Navarro,BT1928,True
patrick.thomas@iiitg.ac.in,Patrick,Thomas,BT1929,True
garrett.morgan@iiitg.ac.in,Garrett,Morgan,BT1930,True
michelle.kelley@iiitg.ac.in,Michelle,Kelley,BT1931,False
sean.terry@iiitg.ac.in,Sean,Terry,BT1932,False
amanda.garrett@iiitg.ac.in,Amanda,Garrett,BT1933,True
jill.nguyen@iiitg.ac.in,Jill,Nguyen,BT1934,False
eric.wilson@iiitg.ac.in,Eric,Wilson,BT1935,True
samuel.carroll@iiitg.ac.in,Samuel,Carroll,BT1936,False
rebecca.sanders@iiitg.ac.in,Rebecca,Sanders,BT1937,False
daniel.davis@iiitg.ac.in,Daniel,Davis,BT1938,False
emily.williams@iiitg.ac.in,Emily,Williams,BT1939,True
miranda.ashley@iiitg.ac.in,Miranda,Ashley,BT1940,True
daniel.smith@iiitg.ac.in,Daniel,Smith,BT1941,True
allen.abbott@iiitg.ac.in,Allen,Abbott,BT1942,True
robert.davis@iiitg.ac.in,Robert,Davis,BT1943,False
crystal.parker@iiitg.ac.in,Crystal,Parker,BT1944,True
katrina.fernandez@iiitg.ac.in,Katrina,Fernandez,BT1945,False
anita.myers@iiitg.ac.in,Anita,Myers,BT1946,False
daniel.ibarra@iiitg.ac.in,Daniel,Ibarra,BT1947,True
russell.butler@iiitg.ac.in,Russell,Butler,BT1948,False
kristin.alvarado@iiitg.ac.in,Kristin,Alvarado,BT1949,False
jeremy.johnston@iiitg.ac.in,Jeremy,Johnston,BT1950,True
becky.beasley@iiitg.ac.in,Becky,Beasley,BT1951,True
april.payne@iiitg.ac.in,April,Payne,BT1952,False
amanda.williams@iiitg.ac.in,Amanda,Williams,BT1953,False
sabrina.hicks@iiitg.ac.in,Sabrina,Hicks,BT1954,True
antonio.davis@iiitg.ac.in,Antonio,Davis,BT1955,False
daniel.mcpherson@iiitg.ac.in,Daniel,Mcpherson,BT1956,True
justin.rollins@iiitg.ac.in,Justin,Rollins,BT1957,True
jillian.wilson@iiitg.ac.in,Jillian,Wilson,BT1958,True
rebecca.perkins@iiitg.ac.in,Rebecca,Perkins,BT1959,False
holly.werner@iiitg.ac.in,Holly,Werner,BT1960,True
zachary.joseph@iiitg.ac.in,Zachary,Joseph,BT1961,False
stephanie.brown@iiitg.ac.in,Stephanie,Brown,BT1962,True
alexandria.brown@iiitg.ac.in,Alexandria,Brown,BT1963,False
william.daniels@iiitg.ac.in,William,Daniels,BT1964,True
tom.butler@iiitg.ac.in,Tom,Butler,BT1965,False
catherine.rose@iiitg.ac.in,Catherine,Rose,BT1966,True
susan.mason@iiitg.ac.in,Susan,Mason,BT1967,True
tonya.knapp@iiitg.ac.in,Tonya,Knapp,BT1968,False
sophia.smith@iiitg.ac.in,Sophia,Smith,BT1969,True
robert.gordon@iiitg.ac.in,Robert,Gordon,BT1970,True
holly.sanders@iiitg.ac.in,Holly,Sanders,BT1971,True
sheila.foley@iiitg.ac.in,Sheila,Foley,BT1972,False
jordan.frank@iiitg.ac.in,Jordan,Frank,BT1973,False
ashley.shah@iiitg.ac.in,Ashley,Shah,BT1974,False
gail.mccarthy@iiitg.ac.in,Gail,Mccarthy,BT1975,False
kenneth.powell@iiitg.ac.in,Kenneth,Powell,BT1976,True
megan.collins@iiitg.ac.in,Megan,Collins,BT1977,False
mary.garcia@iiitg.ac.in,Mary,Garcia,BT1978,False
cheryl.coleman@iiitg.ac.in,Cheryl,Coleman,BT1979,False
dakota.collins@iiitg.ac.in,Dakota,Collins,BT1980,True
krystal.mills@iiitg.ac.in,Krystal,Mills,BT1981,False
melinda.hart@iiitg.ac.in,Melinda,Hart,BT1982,False
chelsey.griffin@iiitg.ac.in,Chelsey,Griffin,BT1983,False
olivia.valdez@iiitg.ac.in,Olivia,Valdez,BT1984,False
daniel.hansen@iiitg.ac.in,Daniel,Hansen,BT1985,False
bobby.owen@iiitg.ac.in,Bobby,Owen,BT1986,True
denise.richardson@iiitg.ac.in,Denise,Richardson,BT1987,True
pamela.carpenter@iiitg.ac.in,Pamela,Carpenter,BT1988,True
michael.warner@iiitg.ac.in,Michael,Warner,BT1989,True
michael.rice@iiitg.ac.in,Michael,Rice,BT1990,False
misty.johnson@iiitg.ac.in,Misty,Johnson,BT1991,False
amy.porter@iiitg.ac.in,Amy,Porter,BT1992,True
kelly.wise@iiitg.ac.in,Kelly,Wise,BT1993,True
tracy.kelley@iiitg.ac.in,Tracy,Kelley,BT1994,True
willie.oconnor@iiitg.ac.in,Willie,Oconnor,BT1995,False
richard.diaz@iiitg.ac.in,Richard,Diaz,BT1996,True
nicholas.moran@iiitg.ac.in,Nicholas,Moran,BT1997,True
andrew.figueroa@iiitg.ac.in,Andrew,Figueroa,BT1998,True
kelly.nielsen@iiitg.ac.in,Kelly,Nielsen,BT1999,False
brian.porter@iiitg.ac.in,Brian,Porter,BT2000,False
